Year,CityName,Measure,PopulationCount,MeasureId,Short_Question_Text
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3914,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1507,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,2052,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2228,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6984,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,6868,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,4869,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2231,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4221,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4645,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1717,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,5403,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2539,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,1972,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,5267,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2458,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2632,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1983,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4230,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,3247,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3813,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1938,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3633,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6811,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,5409,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,4645,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,5126,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3371,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2173,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1852,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,4340,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1470,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2370,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,7039,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,9039,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,4592,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1351,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5461,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4604,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1452,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,1453,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,7501,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,5851,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3722,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2640,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1090,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4159,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1706,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3433,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2064,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,2441,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4513,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,1586,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3538,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1074,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1358,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,1925,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,3474,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3141,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4102,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,3921,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1554,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,3422,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,1907,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3794,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3139,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4108,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2846,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,245,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,2638,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,2907,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1932,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,3068,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5619,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1199,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,1368,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3512,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2521,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5156,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2656,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4397,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3307,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2370,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5610,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4138,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5457,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1537,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,10910,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4230,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2896,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6218,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,2656,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,8729,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,2199,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4376,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2918,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3421,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,8478,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4358,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,3442,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,6019,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3543,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2658,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4773,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3245,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3300,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4758,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,3048,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3426,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2926,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6629,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,4976,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1129,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,1076,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2921,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,15344,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2042,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2608,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2980,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,6737,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6942,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,5337,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3592,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,8185,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,25,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2164,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3217,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3299,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3433,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1371,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,4265,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1764,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,3975,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1925,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,3865,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,39,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,5272,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2178,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1351,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,5491,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,2708,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,8428,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,7556,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,1384,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4213,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,1209,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4638,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6476,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,731,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3823,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2348,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,3921,MHLTH,Mental Health
2017,New York,Obesity among adults aged >=18 Years,5218,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,7366,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,4814,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,5481,OBESITY,Obesity
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2676,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4573,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,3341,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,4515,MHLTH,Mental Health
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,2931,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4299,SLEEP,Sleep <7 hours
2017,New York,Mental health not good for >=14 days among adults aged >=18 Years,6992,MHLTH,Mental Health
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4334,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,4458,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,4973,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1945,SLEEP,Sleep <7 hours
2017,New York,Obesity among adults aged >=18 Years,2706,OBESITY,Obesity
2017,New York,Obesity among adults aged >=18 Years,1917,OBESITY,Obesity
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,2814,SLEEP,Sleep <7 hours
2016,New York,Sleeping less than 7 hours among adults aged >=18 Years,1553,SLEEP,Sleep <7 hours
